Epoch,Data
139,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5365676949747545, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 139, '_last_lr': [0.0001]}}"
140,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5350989865551437, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 140, '_last_lr': [0.0001]}}"
141,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5348808820524126, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 141, '_last_lr': [0.0001]}}"
142,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5348808820524126, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 142, '_last_lr': [0.0001]}}"
143,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5348808820524126, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 143, '_last_lr': [0.0001]}}"
144,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 144, '_last_lr': [0.0001]}}"
145,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 145, '_last_lr': [0.0001]}}"
146,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 146, '_last_lr': [0.0001]}}"
147,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 147, '_last_lr': [0.0001]}}"
148,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 148, '_last_lr': [0.0001]}}"
149,"{'lr': 0.0001, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 149, '_last_lr': [0.0001]}}"
150,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.5231036173389009, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 150, '_last_lr': [5e-05]}}"
151,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4970991848258341, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 151, '_last_lr': [5e-05]}}"
152,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4822244890597758, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 152, '_last_lr': [5e-05]}}"
153,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4822244890597758, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 153, '_last_lr': [5e-05]}}"
154,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4790052506778476, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 154, '_last_lr': [5e-05]}}"
155,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4711263434043583, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 155, '_last_lr': [5e-05]}}"
156,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4711263434043583, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 156, '_last_lr': [5e-05]}}"
157,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4647771993587757, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 157, '_last_lr': [5e-05]}}"
158,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4633760166181473, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 158, '_last_lr': [5e-05]}}"
159,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4633760166181473, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 159, '_last_lr': [5e-05]}}"
160,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4633760166181473, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 160, '_last_lr': [5e-05]}}"
161,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.46178170112899203, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 161, '_last_lr': [5e-05]}}"
162,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.46178170112899203, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 162, '_last_lr': [5e-05]}}"
163,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4568269345888638, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 163, '_last_lr': [5e-05]}}"
164,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4551299367021268, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 164, '_last_lr': [5e-05]}}"
165,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4540964196932329, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 165, '_last_lr': [5e-05]}}"
166,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4540964196932329, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 166, '_last_lr': [5e-05]}}"
167,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4513068753931758, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 167, '_last_lr': [5e-05]}}"
168,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4513068753931758, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 168, '_last_lr': [5e-05]}}"
169,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4513068753931758, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 169, '_last_lr': [5e-05]}}"
170,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4452302539855805, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 170, '_last_lr': [5e-05]}}"
171,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4452302539855805, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 171, '_last_lr': [5e-05]}}"
172,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4440636905666453, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 172, '_last_lr': [5e-05]}}"
173,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4440636905666453, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 173, '_last_lr': [5e-05]}}"
174,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4440636905666453, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 174, '_last_lr': [5e-05]}}"
175,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4440636905666453, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 175, '_last_lr': [5e-05]}}"
176,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.44249276631202, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 176, '_last_lr': [5e-05]}}"
177,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4390617329316489, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 177, '_last_lr': [5e-05]}}"
178,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4390617329316489, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 178, '_last_lr': [5e-05]}}"
179,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.43823072434847427, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 179, '_last_lr': [5e-05]}}"
180,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4322062762696565, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 180, '_last_lr': [5e-05]}}"
181,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4322062762696565, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 181, '_last_lr': [5e-05]}}"
182,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4322062762696565, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 182, '_last_lr': [5e-05]}}"
183,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4322062762696565, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 183, '_last_lr': [5e-05]}}"
184,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4322062762696565, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 184, '_last_lr': [5e-05]}}"
185,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4322062762696565, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 185, '_last_lr': [5e-05]}}"
186,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4277436824658424, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 186, '_last_lr': [5e-05]}}"
187,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4277436824658424, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 187, '_last_lr': [5e-05]}}"
188,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4277436824658424, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 188, '_last_lr': [5e-05]}}"
189,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4255160296976036, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 189, '_last_lr': [5e-05]}}"
190,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4255160296976036, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 190, '_last_lr': [5e-05]}}"
191,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4255160296976036, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 191, '_last_lr': [5e-05]}}"
192,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4238414762249513, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 192, '_last_lr': [5e-05]}}"
193,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4238414762249513, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 193, '_last_lr': [5e-05]}}"
194,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4208078155080654, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 194, '_last_lr': [5e-05]}}"
195,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4208078155080654, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 195, '_last_lr': [5e-05]}}"
196,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4208078155080654, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 196, '_last_lr': [5e-05]}}"
197,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4208078155080654, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 197, '_last_lr': [5e-05]}}"
198,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4208078155080654, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 198, '_last_lr': [5e-05]}}"
199,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4208078155080654, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 199, '_last_lr': [5e-05]}}"
200,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41920343544479205, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 200, '_last_lr': [5e-05]}}"
201,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41920343544479205, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 201, '_last_lr': [5e-05]}}"
202,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41920343544479205, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 202, '_last_lr': [5e-05]}}"
203,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41920343544479205, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 203, '_last_lr': [5e-05]}}"
204,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41920343544479205, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 204, '_last_lr': [5e-05]}}"
205,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.417199499598467, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 205, '_last_lr': [5e-05]}}"
206,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.417199499598467, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 206, '_last_lr': [5e-05]}}"
207,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4144814382654276, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 207, '_last_lr': [5e-05]}}"
208,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4144814382654276, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 208, '_last_lr': [5e-05]}}"
209,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41178885636409873, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 209, '_last_lr': [5e-05]}}"
210,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41178885636409873, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 210, '_last_lr': [5e-05]}}"
